645|8.1|3702
647|8.3|74758
649|8.4|213605
651|7.9|100235
653|8.1|70618
654|8.2|209446
655|8.1|262662
656|8.4|95947
658|7.1|20653
659|8.1|53359
661|8.1|77773
662|7.3|20546
663|8.0|50560
664|8.1|47653
667|5.9|3974
669|5.5|2891
670|5.9|13205
671|7.9|31061
672|6.5|49648
673|7.8|19858
674|6.1|13849
675|8.0|66634
677|7.3|41
678|5.4|56823
680|4.8|6462
681|5.7|14917
682|5.6|102962
684|7.2|72620
685|6.4|40049
687|4.4|5416
690|7.0|94152
693|8.2|322537
695|7.1|6894
696|6.2|16497
699|7.3|35770
700|5.3|2593
702|7.0|4224
703|6.8|1314
705|8.3|144975
706|5.7|3672
709|7.3|19999
710|7.2|33020
712|6.5|6473
713|7.0|7279
714|6.9|4367
715|6.8|34041
716|6.6|8968
718|7.3|1982
720|5.9|54054
721|7.2|97255
722|5.4|29226
723|6.4|9458
724|6.6|6973
725|4.1|5496
726|6.7|5050
727|7.5|18349
728|4.5|52502
729|6.5|22260
731|6.5|9792
732|6.8|40173
733|5.6|1631
734|4.9|11748
735|7.7|174876
736|7.4|13183
738|6.2|10859
739|6.9|206715
740|6.8|7472
742|6.6|97058
744|7.1|23528
746|7.0|23224
747|7.2|45118
754|6.2|12770
755|6.9|199695
756|5.9|26024
758|2.4|7822
759|4.1|9982
760|6.4|19686
761|6.3|31772
762|7.2|26085
763|7.0|151451
764|4.9|3335
765|5.4|19726
766|6.1|297
768|6.0|82716
769|5.0|33681
770|6.7|12901
771|5.6|55322
772|7.0|57609
775|5.7|10222
776|6.1|2116
779|5.6|15474
780|7.3|282204
781|6.5|37948
782|6.8|5507
783|5.4|9004
785|6.5|15055
787|6.5|1425
788|5.7|245
790|7.0|61482
792|7.5|28795
793|6.9|5863
794|6.3|27184
796|5.7|4013
797|5.8|43440
798|5.4|2192
802|6.1|33794
803|6.8|10494
804|5.3|2555
805|7.4|27754
806|7.5|38474
807|5.9|8576
809|6.2|34079
812|5.6|5123
815|6.4|35730
816|5.2|7299
817|5.1|505
818|5.0|4897
819|5.1|6965
820|6.3|107648
821|6.2|5516
823|6.2|12665
827|5.8|52056
828|5.7|4173
829|5.3|6960
831|5.7|52326
832|5.3|5094
833|5.8|29032
834|4.9|20227
836|8.0|13998
837|7.7|8970
842|7.3|6671
844|6.9|21950
845|6.9|49285
846|5.8|3967
847|7.4|6968
848|7.6|8550
849|5.9|59067
853|7.6|75761
854|6.7|35544
855|7.3|9026
856|7.8|39086
859|6.2|10350
862|5.4|67252
864|6.5|12117
866|5.6|34565
869|6.0|26967
870|5.7|1956
871|5.9|32750
872|7.4|2705
873|5.5|15360
874|7.2|4037
875|5.9|6975
876|6.1|22368
877|5.2|10608
878|4.6|3245
880|6.9|5130
881|6.1|22368
882|6.7|2615
883|6.3|1808
884|6.6|1465
885|5.4|16034
887|7.3|6790
888|5.9|5560
890|3.7|35479
912|6.5|75976
913|7.1|3387
914|6.5|89123
915|6.7|23645
916|5.1|57466
917|6.1|53238
918|6.7|92507
920|6.3|2695
922|7.7|70425
924|6.6|17588
925|6.0|3876
926|6.0|16569
929|5.9|7771
930|5.6|39564
932|5.1|7358
935|6.8|4078
936|7.1|15662
939|7.3|21225
940|6.0|36932
941|6.7|10813
942|7.2|13169
944|6.1|13555
945|8.0|48689
948|5.3|6187
949|6.2|8265
950|6.4|2300
952|6.7|7470
953|6.8|2688
954|6.4|894
955|8.1|175747
956|7.4|14815
959|7.7|114791
960|7.9|22722
962|7.2|2006
965|7.1|18296
967|7.3|1215
969|8.0|3503
970|7.3|1263
971|7.4|10431
972|7.5|4205
973|7.3|19
974|6.1|9541
975|6.2|31086
976|3.9|3420
978|5.7|4201
980|7.2|4149
981|4.5|1586
982|5.4|15468
984|4.9|3734
986|4.7|8880
989|6.9|5475
990|6.4|4553
991|5.2|1334
992|6.0|6316
993|7.2|136293
995|6.1|1787
997|5.3|2250
998|5.0|6817
999|5.6|3000
1000|5.4|5097
1003|4.6|3245
1004|6.5|6496
1006|6.9|6633
1007|7.6|22419
1008|6.6|5395
1009|6.6|19825
1010|6.9|15546
1011|6.5|15323
1012|6.8|28973
1013|4.6|71424
1014|6.1|33313
1016|6.8|220515
1017|7.2|11175
1020|7.9|16344
1022|7.3|3146
1023|5.1|11918
1025|4.9|13356
1028|6.6|18758
1029|4.0|6128
1031|5.8|3642
1032|6.0|7684
1033|5.9|10284
1035|6.9|67966
1036|5.8|21332
1037|4.2|25695
1038|6.4|9554
1039|7.8|30110
1041|6.4|9278
1042|6.4|19140
1045|7.2|17243
1046|6.4|17762
1047|6.0|24280
1048|6.1|13720
1052|5.8|29417
1053|6.7|21032
1054|3.7|4242
1064|7.4|5215
1066|7.1|29380
1067|7.1|53028
1069|7.0|4451
1070|7.6|12449
1073|7.4|44622
1074|6.6|35268
1077|6.1|3260
1078|6.7|31333
1079|5.4|10364
1080|7.9|73
1081|5.9|4037
1082|5.5|1965
1083|6.1|6532
1084|8.2|783
1085|6.4|1271
1088|4.7|24574
1089|3.7|59390
1090|4.9|22407
1091|6.3|16132
1092|5.2|3066
1093|5.4|1468
1095|5.4|10624
1096|5.6|1347
1099|7.0|424
1100|7.1|987
1101|6.9|16088
1102|5.3|4319
1103|7.6|6954
1104|7.6|27723
1107|6.6|4091
1108|6.4|408
1109|7.3|17028
1110|5.2|24221
1111|7.2|921
1112|6.4|5856
1113|6.4|3598
1114|5.9|1573
1117|6.3|5668
1118|7.0|28180
1119|7.1|19398
1120|6.6|1281
1122|7.1|1406
1128|6.6|555
1131|7.1|8136
1132|5.4|8940
1133|6.4|6935
1134|6.8|4026
1136|6.6|8373
1137|7.7|17940
1139|6.2|53565
1142|8.0|11886
1145|6.1|9324
1146|4.9|1786
1147|7.3|2975
1148|6.5|1245
1149|7.7|16934
1150|5.8|3278
1151|5.7|1102
1152|6.0|6720
1159|8.2|65626
1160|7.0|2684
1162|3.9|671
1164|5.2|2218
1165|4.5|3659
1166|6.8|2169
1168|6.0|12122
1169|7.7|9363
1170|6.3|5031
1173|6.0|1600
1174|6.8|920
1175|5.2|1641
1177|5.2|9621
1179|4.9|6338
1180|5.2|9496
1182|5.0|5089
1185|4.7|9646
1188|6.4|23155
1189|6.8|5477
1190|6.1|2909
1194|8.0|24891
1195|7.4|4097
1198|7.8|9026
1199|7.3|15829
1200|6.6|1320
1201|7.2|58
1203|7.8|12944
1204|8.2|18539
1206|5.5|7193
1207|5.1|9014
1208|5.9|14018
1209|5.3|7869
1210|5.5|23161
1211|6.4|5069
1212|6.3|3961
1213|5.5|3552
1215|3.2|20308
1216|6.5|3017
1217|6.3|61529
1218|7.3|71867
1220|6.5|14442
1221|6.5|16404
1222|6.6|11670
1223|7.6|5762
1225|6.7|5490
1228|5.4|35114
1230|5.0|12315
1231|5.9|14743
1232|6.1|7058
1233|7.1|887
1234|2.3|5045
1239|5.6|20644
1244|5.5|20925
1245|7.0|11437
1248|6.2|6274
1249|6.1|8997
1250|4.8|1432
1254|4.6|7910
1255|6.6|598
1258|5.7|5155
1260|6.5|10134
1262|6.8|2599
1263|6.1|6919
1264|6.1|49
1265|5.9|860
1267|6.9|16337
1269|7.3|9788
1270|5.5|4365
1271|4.4|11153
1272|6.1|27
1273|5.1|18590
1275|6.1|496
1276|5.9|1206
1277|6.8|9780
1278|6.6|18634
1279|6.3|5260
1280|6.5|5661
1281|6.8|1435
1283|6.0|5969
1284|6.1|6510
1285|6.0|2094
1287|2.6|6942
1288|6.8|1067
1290|6.9|577
1291|5.2|8291
1294|6.8|447
1295|3.7|816
1296|6.8|586
1297|5.9|3696
1299|7.2|4464
1300|4.7|2289
1301|6.9|47011
1302|6.1|378
1308|5.5|93
1311|5.6|7252
1313|6.0|6569
1314|6.1|8123
1315|6.4|9395
1320|6.0|124
1322|6.2|860
1324|4.6|455
1325|6.1|607
1326|4.8|2977
1327|6.4|1825
1328|5.1|1463
1330|7.5|653
1332|7.1|94
1333|5.7|219
1335|5.7|2905
1336|2.8|19496
1337|5.5|5243
1338|6.7|364
1339|6.7|107
1341|7.4|294
1343|7.0|35
1348|6.1|141
1349|6.8|138
1350|7.3|159
1352|6.9|129
1353|6.3|542
1354|6.4|162
1355|6.2|1452
1356|6.5|389
1362|5.4|527
1366|7.5|502
1367|7.5|2701
1368|7.4|821
1370|7.0|821
1374|5.3|280
1376|5.1|2407
1377|6.4|560
1378|7.5|624
1379|6.4|1715
1380|7.4|938
1385|7.2|2783
1386|6.4|2987
1387|6.1|1503
1388|7.1|2076
1391|6.6|631
1393|5.6|760
1394|6.9|2354
1396|7.2|1121
1397|7.3|4288
1401|6.8|6599
1408|3.9|1562
1411|5.9|23703
1413|3.8|51973
1414|6.8|2933
1416|6.0|15556
1419|4.3|15774
1421|6.6|1461
1422|6.7|1274
1424|6.7|1207
1425|5.6|2030
1426|6.7|2990
1427|6.3|782
1429|6.8|51922
1431|3.8|46
1436|5.7|5430
1437|4.0|2436
1439|6.6|2504
1440|6.6|10069
1441|5.8|2932
1443|6.5|3755
1444|6.7|3956
1445|7.5|2318
1447|6.4|238
1448|7.3|1503
1449|8.4|13015
1450|6.7|768
1451|7.6|13186
1452|6.4|1537
1453|6.9|1664
1454|7.0|3730
1457|5.1|975
1459|7.0|479
1460|5.7|34
1461|6.3|107
1465|6.1|301
1466|7.3|1190
1469|5.6|7258
1471|5.3|5010
1474|5.7|492
1475|6.5|836
1476|7.4|2481
1477|6.2|15855
1478|6.8|14812
1480|5.6|5289
1481|5.9|4018
1486|6.0|147
1487|4.3|6065
1488|7.1|3415
1489|4.9|4434
1490|5.9|162
1496|4.9|3405
1499|6.5|1480
1500|2.4|7744
1503|6.0|3272
1505|6.4|1743
1506|7.4|3238
1507|7.2|795
1509|4.6|5908
1510|5.5|2244
1511|6.3|2059
1512|8.2|6733
1513|4.9|781
1515|6.6|472
1517|5.3|2556
1518|6.4|4253
1519|6.7|2076
1521|5.9|2586
1522|5.3|1395
1524|7.0|398
1526|7.4|65190
1528|6.4|6520
1529|8.1|43615
1530|5.7|2395
1532|5.8|254
1534|6.7|4612
1537|6.8|1542
1538|6.6|2694
1543|6.3|1484
1544|5.7|14698
1545|6.7|739
1546|6.3|7
1550|4.5|1857
1554|6.4|1012
1556|5.0|269
1558|8.1|6540
1560|7.7|3599
1561|6.8|295
1564|5.4|15
1565|7.7|3006
1567|7.2|1394
1570|6.8|64
1571|7.1|1175
1572|7.2|128
1574|7.0|456
1576|6.9|95
1580|7.7|849
1582|7.1|1886
1583|5.8|5
1585|7.9|591
1587|6.9|1038
1588|6.4|249
1589|7.1|4199
1590|6.8|250
1594|7.1|2717
1595|5.4|2082
1597|6.8|31332
1598|6.2|4861
1599|7.1|499
1603|6.5|627
1604|7.2|3066
1605|7.0|1216
1608|4.8|2072
1610|6.3|4058
1611|6.4|620
1613|7.1|2199
1615|4.6|2138
1617|5.2|1641
1618|7.0|23377
1619|7.0|3997
1621|6.4|1606
1622|5.3|382
1624|5.2|7376
1625|6.2|15855
1626|7.4|960
1628|7.7|1693
1629|7.3|531
1631|6.5|1550
1634|7.3|188
1636|6.8|121
1637|6.2|669
1638|6.3|1830
1641|7.2|190
1642|7.4|2081
1644|6.5|237
1646|5.8|193
1647|7.9|20628
1648|7.1|1349
1653|6.4|329
1654|2.3|5045
1657|8.0|67
1662|5.5|1504
1663|6.9|396
1664|5.3|7883
1666|3.8|867
1668|4.9|365
1669|7.0|44
1670|5.3|93
1672|6.5|9177
1673|5.1|134
1674|7.9|5663
1677|6.0|430
1679|6.0|2908
1680|6.8|51922
1681|6.7|760
