FatherJay,WimberleyAPA,1.1
JAGillespie4,WimberleyAPA,1.1
PSQRD12,WimberleyAPA,1.1
WimberleyAPA,FatherJay,1.1
JAGillespie4,FatherJay,1.1
PSQRD12,FatherJay,1.1
WimberleyAPA,JAGillespie4,1.1
FatherJay,JAGillespie4,1.1
PSQRD12,JAGillespie4,1.1
WimberleyAPA,PSQRD12,1.1
FatherJay,PSQRD12,1.1
JAGillespie4,PSQRD12,1.1
